experience_level,years_experience,salary_usd,experience_level_encoded
MI,3,77554,2
EX,14,216415,1
SE,9,130182,3
EX,18,187797,1
MI,4,123365,2
EN,1,69926,0
EN,0,80574,0
EN,1,80148,0
EX,11,270850,1
SE,7,160933,3
EX,16,165119,1
SE,7,145099,3
EN,1,51742,0
SE,9,109327,3
MI,2,151570,2
EX,19,214037,1
EX,18,238972,1
SE,7,120788,3
SE,7,161084,3
EX,17,224471,1
SE,8,162992,3
EN,0,30696,0
SE,5,98339,3
SE,7,129262,3
SE,8,112931,3
MI,3,109950,2
EN,1,84503,0
MI,3,89243,2
SE,8,194683,3
MI,2,34111,2
MI,4,104286,2
MI,3,87236,2
EN,1,61002,0
MI,3,131108,2
MI,3,109470,2
EN,0,63355,0
EX,17,199949,1
EN,0,59401,0
MI,3,100922,2
EN,1,64014,0
SE,6,164409,3
EX,11,214487,1
MI,4,133642,2
EN,1,93357,0
SE,9,68512,3
MI,4,134492,2
SE,5,131311,3
EX,15,255914,1
EN,0,49654,0
EN,1,47136,0
MI,3,42011,2
MI,4,119147,2
MI,2,98976,2
EN,1,50267,0
EN,0,26722,0
SE,6,131283,3
SE,5,117952,3
MI,2,25607,2
EX,18,233172,1
EN,1,74780,0
SE,7,166556,3
EX,17,332451,1
SE,9,226551,3
EX,18,182206,1
SE,6,155691,3
EN,0,69981,0
MI,2,115602,2
EN,1,65661,0
EN,1,54988,0
EX,13,255127,1
EN,0,60129,0
EX,13,151050,1
MI,3,102467,2
MI,3,91655,2
MI,2,114161,2
MI,2,73257,2
MI,3,108618,2
EN,1,62843,0
SE,8,178712,3
EN,0,66399,0
MI,4,26206,2
SE,9,132926,3
SE,9,212788,3
EN,1,38991,0
EN,1,50232,0
EX,13,134499,1
EX,17,148779,1
EN,1,70847,0
EN,0,62204,0
EX,17,129841,1
SE,9,155034,3
EX,15,187509,1
EX,10,177222,1
EX,17,333553,1
EN,1,51703,0
SE,7,161634,3
SE,8,166572,3
EX,19,208798,1
MI,2,86613,2
MI,4,117597,2
EN,0,22513,0
MI,4,105654,2
EX,12,224641,1
MI,4,92817,2
EN,1,87012,0
EX,19,176978,1
MI,4,31871,2
MI,3,111513,2
SE,7,124502,3
SE,9,143750,3
SE,9,107546,3
EX,19,208493,1
EX,18,290203,1
MI,4,79948,2
MI,3,139049,2
MI,4,123828,2
MI,4,125635,2
MI,2,102852,2
SE,9,126788,3
EX,15,140019,1
EX,13,225786,1
SE,9,126761,3
SE,6,97895,3
EX,15,234625,1
SE,8,118185,3
EN,0,66948,0
EN,1,64481,0
MI,3,153732,2
SE,8,130492,3
MI,2,116529,2
SE,6,125193,3
SE,9,153136,3
EX,12,174479,1
SE,8,137316,3
SE,7,160330,3
MI,3,41342,2
EN,1,31869,0
SE,5,190329,3
EN,1,80831,0
SE,7,102054,3
EX,12,198047,1
EN,0,70324,0
EN,0,61593,0
EX,17,225178,1
SE,9,119102,3
EX,10,188552,1
SE,5,226063,3
MI,3,62015,2
MI,3,93014,2
SE,7,128718,3
EN,1,66805,0
EN,1,90978,0
SE,5,139567,3
MI,3,133001,2
SE,5,117366,3
EN,1,56948,0
EX,11,271210,1
MI,3,108474,2
MI,2,74225,2
SE,9,97911,3
MI,3,87471,2
MI,3,66358,2
EN,0,67502,0
MI,2,84581,2
EN,0,94615,0
SE,9,126277,3
MI,4,108046,2
EX,16,214302,1
EN,0,60614,0
SE,8,126247,3
SE,9,153207,3
MI,4,91093,2
EX,13,177639,1
EN,1,72729,0
EX,14,231764,1
MI,2,91852,2
EN,1,108220,0
EN,0,44513,0
MI,4,115978,2
EN,0,60623,0
SE,6,193676,3
MI,2,101827,2
EN,0,90586,0
EX,11,194601,1
EX,15,382222,1
SE,5,111690,3
MI,3,74807,2
EN,0,68533,0
SE,5,130226,3
MI,4,112790,2
EX,11,189996,1
MI,4,114387,2
SE,7,185728,3
EX,16,142898,1
EN,1,84890,0
EN,1,95220,0
EN,0,73529,0
MI,4,96565,2
EN,1,81266,0
SE,8,120489,3
SE,7,160293,3
EX,16,259694,1
SE,7,134216,3
MI,3,70756,2
MI,2,74648,2
EN,0,62208,0
SE,6,127798,3
MI,3,44314,2
SE,5,112441,3
EN,0,67815,0
MI,4,116101,2
EX,15,142224,1
SE,5,122247,3
SE,5,68996,3
EN,1,58278,0
SE,8,161500,3
EN,0,97036,0
MI,2,97890,2
EX,11,192865,1
EN,1,19662,0
SE,7,95674,3
EN,1,83952,0
EN,1,70247,0
EX,14,194385,1
MI,2,50464,2
EN,0,71270,0
EX,12,243177,1
EX,15,239543,1
EN,1,53499,0
EX,18,150607,1
EN,1,79623,0
EN,0,81308,0
SE,9,123946,3
SE,9,42381,3
MI,4,35803,2
SE,7,126100,3
SE,9,138184,3
MI,3,38303,2
MI,4,41682,2
EX,12,255802,1
MI,3,80108,2
EN,1,60460,0
SE,6,110481,3
EX,17,181707,1
EX,18,171315,1
EX,12,186907,1
EX,12,197246,1
EN,0,62903,0
EX,10,168184,1
EX,10,147859,1
MI,2,87226,2
SE,9,138319,3
MI,4,103507,2
EX,11,223904,1
EX,15,142980,1
EN,1,64103,0
MI,4,91062,2
EN,1,78579,0
MI,4,115061,2
EN,0,61569,0
SE,7,106803,3
MI,4,88775,2
EX,16,143329,1
EN,0,83311,0
EX,18,200496,1
EN,1,60235,0
EN,0,74675,0
EN,1,61377,0
MI,2,23390,2
EN,1,91528,0
SE,6,146429,3
SE,6,44242,3
MI,4,141895,2
EX,16,172701,1
SE,6,122947,3
EN,1,76332,0
EX,17,165380,1
EX,15,142751,1
EX,14,62156,1
SE,5,152270,3
MI,2,86405,2
MI,3,82630,2
EX,13,57873,1
EN,0,28348,0
MI,2,87180,2
EN,0,91044,0
MI,4,76331,2
SE,8,118613,3
EN,0,92441,0
EX,11,268946,1
EN,1,32200,0
SE,8,138675,3
EN,0,68778,0
SE,9,209006,3
EX,15,131992,1
MI,2,94712,2
SE,5,134256,3
MI,2,103820,2
MI,3,90645,2
MI,2,119424,2
MI,3,100887,2
EX,19,99370,1
EX,19,136900,1
EN,1,46438,0
MI,2,49841,2
EX,12,87830,1
MI,3,78608,2
EN,0,76299,0
MI,2,70823,2
SE,7,161626,3
MI,3,94357,2
EX,15,154775,1
MI,4,81393,2
EN,1,64623,0
EN,1,53147,0
SE,5,95590,3
EN,1,72897,0
EX,14,150728,1
MI,4,117055,2
MI,2,87825,2
EX,13,199854,1
SE,6,159183,3
EN,0,64547,0
EN,0,95432,0
MI,2,38213,2
SE,7,122719,3
MI,2,126604,2
MI,3,27641,2
EN,1,106504,0
EX,13,211310,1
MI,3,55929,2
EX,16,189125,1
EX,14,232230,1
MI,3,92533,2
EX,15,170727,1
EN,0,64528,0
EN,1,86994,0
EX,11,195324,1
SE,9,107212,3
EN,0,63595,0
SE,7,146168,3
EN,1,23158,0
EN,1,74146,0
EX,16,244490,1
MI,2,135650,2
SE,8,161057,3
MI,4,95999,2
EN,0,75071,0
EN,0,80156,0
EN,0,77757,0
EN,1,56236,0
EX,14,240245,1
EX,12,275028,1
EX,18,186213,1
EX,15,287124,1
MI,3,135404,2
SE,8,159276,3
SE,8,93350,3
EX,10,264276,1
MI,4,31006,2
SE,8,132059,3
MI,2,85658,2
SE,6,107273,3
SE,7,120446,3
MI,2,92064,2
EX,17,170651,1
EX,13,209732,1
MI,2,90595,2
SE,6,134103,3
EX,14,328767,1
EX,14,201006,1
SE,8,127726,3
EX,17,269096,1
SE,7,149753,3
SE,5,145711,3
EN,0,20533,0
EN,0,80896,0
SE,5,128356,3
SE,7,118886,3
MI,2,115314,2
MI,2,132602,2
EX,17,145255,1
SE,8,139099,3
MI,3,112407,2
MI,4,113716,2
EN,0,45202,0
EX,13,131630,1
MI,3,130641,2
EX,16,270691,1
MI,3,90830,2
EX,18,155288,1
EN,0,55458,0
MI,2,142729,2
EN,0,72858,0
MI,3,107428,2
MI,3,86669,2
EX,13,128076,1
SE,5,106104,3
MI,2,68721,2
MI,4,86559,2
EN,1,61330,0
MI,3,119858,2
EN,1,118666,0
EN,0,25726,0
EN,0,29930,0
MI,2,37505,2
MI,2,116283,2
SE,5,45147,3
EN,0,66746,0
EN,1,61929,0
EX,11,210982,1
EN,1,82621,0
EX,16,227131,1
MI,2,113462,2
SE,7,146522,3
EX,17,310444,1
EX,10,212270,1
MI,3,55426,2
EX,17,284645,1
MI,3,91905,2
EN,1,46252,0
SE,6,140999,3
EN,0,61460,0
EN,1,107693,0
EX,15,202576,1
EN,1,61666,0
MI,4,40597,2
SE,8,136441,3
SE,8,64127,3
SE,5,104753,3
MI,2,122222,2
SE,9,101788,3
EX,11,341521,1
EN,0,63658,0
EX,11,172241,1
MI,3,80284,2
EN,0,82705,0
EN,1,82163,0
SE,9,134609,3
EN,1,50356,0
MI,3,100882,2
SE,6,97133,3
SE,6,169587,3
EX,10,218131,1
MI,4,103226,2
EN,0,100052,0
SE,8,166634,3
SE,6,116226,3
SE,6,95173,3
EX,17,164965,1
MI,4,110208,2
EN,0,66541,0
EX,14,349894,1
SE,9,186739,3
EX,19,239337,1
MI,4,36462,2
EN,1,91501,0
SE,5,112775,3
SE,9,114451,3
SE,5,106509,3
SE,7,122296,3
EX,18,105130,1
EN,0,54001,0
EN,1,48008,0
EN,1,48486,0
EX,14,270112,1
MI,2,90538,2
SE,8,151418,3
EX,10,198647,1
SE,5,156122,3
EX,14,164345,1
MI,2,156737,2
SE,9,134102,3
SE,9,112325,3
EX,12,92446,1
EX,18,262159,1
MI,4,44890,2
EX,12,217707,1
EX,17,154903,1
EX,16,224171,1
EX,10,193696,1
EN,0,75949,0
EN,1,54686,0
MI,3,103836,2
MI,4,80675,2
MI,4,96576,2
EX,19,186491,1
EN,1,112803,0
EN,1,66258,0
MI,4,122843,2
EX,12,70436,1
MI,2,111112,2
EN,0,62688,0
MI,3,109993,2
MI,2,90739,2
SE,5,116788,3
MI,4,89119,2
MI,3,80678,2
SE,5,146187,3
EX,12,77845,1
EN,0,73922,0
MI,2,103867,2
EX,13,125902,1
MI,4,29129,2
EN,0,43029,0
EN,0,79088,0
EN,0,49171,0
EN,1,62847,0
SE,6,80522,3
EN,0,64623,0
SE,8,138114,3
EX,12,175938,1
EX,17,58622,1
MI,4,79766,2
MI,2,89995,2
SE,7,160586,3
EX,11,109290,1
EX,19,222632,1
MI,4,154841,2
EX,15,350148,1
MI,2,85240,2
SE,7,129453,3
EX,15,269378,1
EX,16,280599,1
MI,3,71137,2
EX,19,174913,1
SE,9,115630,3
EN,0,70395,0
EN,0,53458,0
MI,2,28054,2
SE,7,162934,3
MI,3,111667,2
EX,14,219405,1
MI,2,111552,2
MI,2,123560,2
EX,17,304170,1
EX,10,151323,1
EN,1,57091,0
SE,6,160113,3
EN,0,69137,0
EN,0,52465,0
MI,4,74221,2
MI,4,73237,2
MI,2,116610,2
SE,8,155471,3
SE,6,53502,3
EX,16,174189,1
SE,9,140960,3
EN,0,65603,0
EX,17,280472,1
EX,17,194338,1
MI,3,162690,2
SE,7,178197,3
EX,15,75976,1
SE,8,129457,3
EX,16,116495,1
EX,17,148839,1
MI,3,123589,2
EN,1,83978,0
EN,0,66441,0
EX,14,282786,1
EN,1,102501,0
EN,1,71975,0
MI,3,66498,2
EN,1,88009,0
MI,4,163347,2
EN,1,80967,0
MI,4,108015,2
EX,12,237965,1
MI,3,48996,2
EX,16,293914,1
EN,1,68050,0
EN,0,66356,0
EN,1,68146,0
SE,8,133642,3
SE,9,53834,3
EN,1,38246,0
EN,1,87601,0
MI,3,83658,2
SE,9,109147,3
EN,1,61946,0
EX,16,343823,1
MI,4,109859,2
EX,14,186936,1
EN,1,56525,0
EN,1,65610,0
EN,1,66543,0
EN,1,95195,0
MI,2,88191,2
MI,4,85673,2
EX,14,250835,1
MI,3,65750,2
MI,2,96483,2
MI,3,111619,2
MI,2,68910,2
MI,4,32232,2
MI,4,85895,2
EX,18,151896,1
EX,15,282442,1
SE,9,132020,3
SE,7,118211,3
MI,3,95484,2
EX,11,211850,1
MI,4,120477,2
EX,17,218123,1
MI,2,98570,2
MI,4,81790,2
MI,2,91536,2
SE,8,116205,3
EN,0,58576,0
MI,4,106840,2
SE,9,123259,3
MI,2,88273,2
SE,9,133522,3
EX,13,159549,1
SE,5,106103,3
SE,5,98258,3
EX,14,125492,1
EX,15,166393,1
MI,4,86105,2
SE,5,125111,3
MI,2,103754,2
EN,1,65132,0
EX,11,195654,1
EN,0,65035,0
EX,15,248091,1
SE,9,141327,3
EX,13,343050,1
SE,6,169592,3
EN,0,73049,0
MI,3,107795,2
SE,6,103946,3
SE,5,141419,3
SE,8,56273,3
EX,18,225699,1
EX,12,191962,1
EN,0,65172,0
SE,8,152054,3
EN,1,27800,0
MI,3,87373,2
EX,17,121517,1
MI,4,95651,2
SE,5,135229,3
EN,1,59742,0
EX,14,285325,1
EX,14,177700,1
MI,2,129173,2
SE,5,124365,3
EN,0,28510,0
SE,8,147366,3
EN,1,54967,0
EN,0,56049,0
EN,0,50627,0
SE,7,129562,3
MI,2,86193,2
EX,13,242707,1
EN,1,22180,0
MI,2,144736,2
MI,4,89075,2
SE,5,146125,3
EN,1,57872,0
EX,16,49720,1
EX,11,94893,1
SE,6,124615,3
SE,7,136314,3
EN,0,60206,0
MI,2,99753,2
SE,5,93871,3
EX,14,116623,1
SE,5,102693,3
EN,1,62122,0
SE,8,58719,3
EN,1,59864,0
EX,12,248769,1
MI,2,100787,2
MI,4,90501,2
MI,3,98721,2
EX,11,216873,1
EN,1,51793,0
MI,3,89005,2
SE,9,112200,3
MI,4,93493,2
EX,17,150175,1
EN,0,66666,0
MI,4,101266,2
EN,1,76613,0
EX,18,49536,1
SE,9,61260,3
EX,14,149430,1
SE,6,123078,3
MI,2,70132,2
MI,2,141806,2
EX,10,111124,1
EX,10,152448,1
EX,13,147859,1
MI,4,71833,2
EX,13,265945,1
EX,18,182312,1
MI,2,81783,2
EX,12,283095,1
SE,5,140169,3
EN,0,55566,0
EX,17,312518,1
EN,0,42317,0
SE,9,115876,3
EN,0,59246,0
SE,7,138647,3
EN,0,28360,0
EX,16,197908,1
EX,17,181959,1
EN,1,27691,0
SE,9,142866,3
MI,4,79744,2
EX,18,198736,1
MI,2,104891,2
SE,6,61269,3
MI,2,25071,2
EN,0,84490,0
MI,2,58087,2
EN,0,50417,0
SE,7,149113,3
SE,9,94092,3
SE,6,185420,3
MI,3,93085,2
MI,3,102367,2
EX,18,213126,1
MI,3,70624,2
EN,1,48905,0
SE,8,98101,3
SE,9,141464,3
SE,6,140338,3
SE,5,102674,3
EN,1,50281,0
SE,6,126345,3
EX,19,310457,1
SE,7,133886,3
EX,14,266548,1
MI,2,45522,2
MI,4,110658,2
EN,1,80074,0
SE,9,135856,3
SE,8,116833,3
MI,2,134634,2
MI,4,129280,2
EX,17,246914,1
MI,4,94188,2
MI,4,114774,2
EN,1,59249,0
MI,2,81389,2
EN,1,60315,0
EX,17,187520,1
MI,3,137040,2
SE,5,180365,3
EN,1,40180,0
MI,2,93313,2
MI,3,106766,2
EX,14,210437,1
MI,2,75988,2
SE,6,144385,3
SE,8,90091,3
SE,6,105779,3
EX,15,306666,1
EN,1,53085,0
SE,5,100104,3
EX,15,271861,1
EN,1,49399,0
SE,5,103468,3
MI,3,93578,2
EN,1,84233,0
EN,1,112337,0
EX,12,239391,1
EN,0,45215,0
EN,1,48795,0
MI,2,119095,2
SE,9,98669,3
SE,6,128617,3
MI,2,95556,2
EX,11,200162,1
MI,4,109357,2
MI,2,122021,2
EX,11,325087,1
EX,16,168996,1
EN,0,43570,0
SE,9,149909,3
EN,1,82164,0
MI,4,92430,2
EN,0,49758,0
EN,1,74628,0
MI,2,128025,2
SE,8,100244,3
MI,3,34992,2
MI,2,94904,2
EX,19,134647,1
EN,1,47733,0
SE,8,126186,3
EX,11,178018,1
EN,1,58807,0
EN,0,78517,0
SE,9,152471,3
EN,1,83053,0
EN,1,55419,0
EX,13,226088,1
SE,5,140926,3
SE,9,97767,3
SE,8,100990,3
SE,7,136795,3
MI,3,76815,2
EN,1,80644,0
MI,3,90240,2
EX,17,199372,1
EX,10,232839,1
MI,2,120541,2
EN,1,94694,0
EN,0,69183,0
SE,6,101698,3
SE,7,131365,3
SE,8,130237,3
SE,6,171976,3
EX,18,219348,1
EX,19,215507,1
SE,7,168512,3
SE,8,121328,3
EX,10,289498,1
SE,5,109391,3
MI,4,92796,2
EX,19,254375,1
MI,2,64737,2
SE,9,101753,3
EX,11,208375,1
SE,6,127596,3
EX,12,231910,1
SE,5,40030,3
EX,11,108886,1
EN,0,25902,0
MI,3,86757,2
MI,3,38963,2
EX,11,308292,1
SE,7,194259,3
EN,0,90499,0
EX,14,152866,1
EX,19,207262,1
MI,4,97380,2
SE,5,163759,3
SE,6,121421,3
EN,0,43568,0
EX,10,119350,1
SE,6,95494,3
EN,1,62202,0
EN,1,88967,0
EN,1,63313,0
EN,0,59228,0
SE,8,125001,3
EN,0,36642,0
MI,2,113963,2
SE,8,135609,3
SE,9,129508,3
EX,11,222566,1
EX,11,263402,1
EN,1,60120,0
MI,2,76589,2
EN,1,73963,0
EX,13,320290,1
SE,8,148841,3
EN,1,111086,0
EX,17,259096,1
MI,4,90325,2
MI,2,92718,2
SE,6,124245,3
EX,12,235413,1
SE,9,137922,3
MI,3,123420,2
EX,16,234411,1
MI,3,28209,2
EN,1,77044,0
SE,8,126485,3
EN,1,75977,0
EN,0,53042,0
MI,3,88798,2
EX,18,133645,1
SE,8,123940,3
EX,11,250927,1
EN,0,68177,0
MI,2,92501,2
SE,5,117573,3
EN,1,48867,0
EN,1,65451,0
SE,9,96257,3
MI,4,64758,2
EN,0,76008,0
EN,0,61682,0
EX,19,193425,1
SE,9,96082,3
MI,3,118266,2
EN,1,92143,0
EN,1,53657,0
EX,17,219960,1
EX,15,227427,1
EX,19,140704,1
EN,1,90170,0
MI,2,75174,2
MI,2,98977,2
EN,1,92614,0
EN,0,24682,0
EX,11,169552,1
EX,14,152388,1
EN,0,56108,0
SE,6,185781,3
EX,18,175075,1
EN,0,69174,0
EN,0,114304,0
EX,18,205622,1
SE,7,162908,3
EX,10,357781,1
EX,10,204495,1
EN,0,70678,0
MI,4,114963,2
EX,17,67163,1
EX,12,211419,1
SE,6,134096,3
SE,8,146850,3
EN,0,67285,0
EX,10,287563,1
MI,3,86376,2
SE,7,78208,3
MI,2,83692,2
EX,16,143315,1
EN,0,75949,0
SE,7,124751,3
EX,17,189998,1
EX,14,193193,1
EX,11,180069,1
EX,14,202205,1
EN,1,84851,0
MI,4,100135,2
SE,9,149157,3
EX,17,255277,1
EN,1,118601,0
EX,16,204430,1
SE,5,148777,3
EX,19,280124,1
EN,1,68849,0
MI,4,29926,2
EN,0,70863,0
EN,0,63834,0
EX,15,332210,1
EN,0,67710,0
EX,15,129621,1
MI,4,84399,2
SE,9,140977,3
EN,0,130649,0
MI,4,94972,2
EX,18,176030,1
SE,9,101314,3
EN,1,59806,0
SE,5,106748,3
EN,0,49405,0
EX,18,230116,1
SE,8,155786,3
MI,4,78295,2
MI,4,116184,2
EN,1,70480,0
EX,10,257142,1
EN,0,75895,0
MI,2,130146,2
SE,9,62607,3
SE,5,213739,3
EX,18,239862,1
EN,0,85775,0
EN,1,52732,0
SE,8,134420,3
EX,12,261477,1
SE,9,163591,3
SE,9,140181,3
SE,6,142202,3
EX,16,157835,1
SE,8,186913,3
SE,9,133440,3
EX,10,138149,1
SE,9,130691,3
MI,3,87469,2
MI,3,106777,2
SE,7,50461,3
EX,11,159609,1
EX,18,154149,1
EN,1,64819,0
MI,2,125314,2
EN,0,55051,0
MI,4,32595,2
MI,2,71110,2
EX,18,169547,1
SE,8,178084,3
EN,1,62829,0
EX,17,159514,1
MI,2,127374,2
MI,2,123377,2
SE,5,131293,3
EN,0,69197,0
MI,3,96379,2
EN,1,57105,0
MI,2,41328,2
MI,2,119623,2
EX,10,158417,1
MI,4,82345,2
EN,0,28336,0
EX,15,176246,1
SE,7,47000,3
EN,1,47164,0
SE,5,132818,3
MI,3,85866,2
SE,8,92368,3
SE,6,100531,3
MI,3,87818,2
EX,16,214112,1
SE,7,137081,3
SE,8,53421,3
EN,0,75794,0
EX,17,175103,1
SE,6,175669,3
EX,14,152942,1
MI,4,115652,2
EX,17,254643,1
MI,4,113576,2
EN,1,82775,0
SE,5,166158,3
MI,4,128965,2
SE,9,117391,3
EX,17,270558,1
EX,10,190549,1
EN,1,53483,0
SE,6,119338,3
MI,4,66333,2
MI,4,102503,2
SE,8,135092,3
SE,5,102919,3
SE,9,135359,3
MI,2,125939,2
SE,8,187712,3
EX,11,243121,1
SE,6,53273,3
EN,0,34231,0
EN,1,64663,0
SE,7,145887,3
EX,16,225404,1
SE,5,118211,3
MI,4,121319,2
MI,4,83754,2
SE,7,41420,3
SE,7,167184,3
EN,0,79973,0
SE,5,215068,3
EN,0,61811,0
SE,6,105290,3
MI,3,87480,2
MI,3,100005,2
MI,3,162358,2
EX,10,158769,1
EX,12,231743,1
EX,14,198048,1
SE,8,170409,3
SE,7,137317,3
EX,16,215252,1
SE,6,115357,3
MI,2,78765,2
EN,0,111065,0
SE,8,79550,3
EX,12,155394,1
MI,4,92899,2
MI,3,94215,2
MI,3,80817,2
EX,16,142421,1
EX,10,162016,1
EX,17,240723,1
EX,11,177202,1
EN,1,19994,0
MI,4,87827,2
EX,17,246485,1
EX,12,185718,1
SE,9,80076,3
SE,5,184303,3
EX,10,144334,1
SE,9,136225,3
SE,7,132186,3
MI,3,125855,2
EN,0,56288,0
EX,12,249001,1
EX,13,132994,1
MI,2,108206,2
EN,1,55261,0
EX,10,212757,1
MI,4,115527,2
EX,17,90576,1
EN,0,68314,0
EN,1,80632,0
MI,4,85732,2
EN,1,89212,0
SE,5,58528,3
SE,5,111013,3
SE,9,161974,3
MI,2,100290,2
EN,1,66642,0
EX,12,162695,1
SE,5,137077,3
SE,8,132459,3
EN,0,19457,0
MI,2,38912,2
MI,4,111322,2
MI,4,39729,2
EN,1,64601,0
EX,17,199532,1
EX,13,204827,1
MI,3,131492,2
EX,17,200548,1
MI,3,109537,2
SE,6,169432,3
EX,12,166233,1
MI,2,67397,2
SE,8,56703,3
EN,1,26374,0
SE,9,45657,3
EN,0,39452,0
SE,9,123631,3
MI,2,102463,2
MI,3,38458,2
EN,0,50577,0
EN,0,91272,0
EN,0,92478,0
EX,10,213025,1
EX,15,240149,1
MI,3,97727,2
MI,3,81590,2
MI,2,80741,2
EX,14,207242,1
EX,13,162118,1
MI,2,95549,2
EN,0,22852,0
EN,1,99707,0
EN,1,82711,0
MI,3,114447,2
MI,3,80841,2
EN,0,75011,0
EX,10,48013,1
EX,19,210553,1
EN,0,68238,0
SE,6,211620,3
EX,19,200684,1
SE,7,91715,3
EN,0,93185,0
EN,1,87268,0
EX,11,267540,1
SE,7,126759,3
SE,9,129742,3
EN,0,78149,0
MI,3,84880,2
EX,17,106468,1
EN,1,77051,0
EN,1,54386,0
EX,12,241352,1
MI,3,122023,2
MI,4,69776,2
SE,5,150163,3
EN,0,46451,0
MI,4,78071,2
SE,8,141974,3
MI,2,101301,2
SE,7,147615,3
EX,12,59247,1
EN,1,68387,0
EN,1,94339,0
EX,18,246518,1
MI,2,102322,2
EX,10,209756,1
SE,6,130034,3
SE,7,112402,3
SE,7,111935,3
EX,17,210290,1
SE,9,156011,3
EN,1,72835,0
SE,7,182390,3
EN,1,69023,0
MI,3,92468,2
EN,0,65251,0
EX,15,217187,1
EN,0,54380,0
EX,11,295717,1
SE,6,122502,3
MI,3,109823,2
EN,0,82666,0
EN,1,69269,0
EX,11,193819,1
MI,4,104297,2
EN,1,64787,0
EX,11,321641,1
EN,1,55628,0
MI,3,45870,2
MI,3,152656,2
MI,2,26656,2
SE,7,146759,3
EN,0,44241,0
EN,1,124494,0
EX,18,83827,1
SE,8,133335,3
SE,7,161531,3
EN,0,80194,0
EX,18,181350,1
MI,3,102985,2
EN,0,70147,0
MI,3,95188,2
EX,14,274623,1
EN,1,79001,0
SE,8,133645,3
SE,5,63052,3
SE,6,150556,3
SE,6,44619,3
EX,12,243017,1
EX,15,201305,1
EN,0,94123,0
EN,0,52016,0
EN,0,48238,0
EX,12,189852,1
MI,4,71233,2
SE,8,152809,3
MI,4,79844,2
EN,1,90766,0
MI,3,94607,2
SE,7,155537,3
MI,3,84059,2
EX,12,214035,1
SE,9,62794,3
MI,4,78666,2
EN,0,73536,0
MI,4,35544,2
EN,1,49579,0
SE,7,37102,3
SE,7,151791,3
SE,7,114945,3
EN,0,74998,0
SE,5,119208,3
EX,16,215124,1
SE,6,111381,3
EN,0,62659,0
EX,10,174509,1
SE,6,76295,3
EN,1,82190,0
SE,6,60176,3
SE,8,91041,3
MI,2,51392,2
EX,13,291795,1
EX,16,95963,1
EN,1,48317,0
EN,1,66508,0
SE,5,160872,3
EX,14,170265,1
EN,0,67378,0
EX,14,201053,1
EN,0,61127,0
SE,7,132422,3
MI,3,99521,2
EX,12,187640,1
EN,1,79512,0
EN,0,76070,0
SE,6,214448,3
EX,13,197364,1
SE,6,106426,3
MI,3,64010,2
EX,19,208320,1
MI,4,93335,2
SE,7,102368,3
EN,0,64929,0
EX,17,206784,1
EX,14,203979,1
MI,2,124710,2
EN,1,60824,0
EX,13,133068,1
SE,6,122346,3
EX,14,180133,1
MI,3,79220,2
SE,5,129587,3
EN,1,58088,0
EX,12,202346,1
EX,19,242484,1
EN,1,89975,0
MI,3,89837,2
EX,15,218325,1
EN,1,75754,0
MI,4,117509,2
EX,13,84791,1
EN,0,55644,0
MI,3,32651,2
EX,17,207687,1
EX,12,251818,1
MI,4,117307,2
EN,0,67912,0
EX,19,221812,1
SE,6,67496,3
EN,1,75744,0
MI,4,78980,2
SE,6,138142,3
EX,16,183795,1
SE,6,181750,3
SE,6,122129,3
EX,16,227275,1
SE,9,164834,3
EN,1,86870,0
EN,1,75356,0
MI,4,70888,2
MI,3,85683,2
SE,5,136342,3
EX,15,308880,1
EX,19,163206,1
EX,13,268727,1
EX,19,158218,1
MI,3,90014,2
EX,17,350601,1
EX,11,162040,1
EX,14,195569,1
EX,14,65095,1
SE,6,135374,3
SE,7,114011,3
MI,2,67057,2
EN,1,59067,0
SE,8,178851,3
EX,12,91673,1
SE,6,176800,3
EN,1,56994,0
SE,7,152056,3
MI,4,77428,2
EX,14,232854,1
SE,7,198603,3
SE,7,119402,3
EN,1,62647,0
EX,17,226045,1
EX,10,220671,1
EN,0,88695,0
SE,9,55419,3
MI,4,121382,2
EN,1,80405,0
EX,13,234097,1
SE,8,122139,3
EN,1,61146,0
EN,0,72035,0
EX,19,224347,1
SE,5,54240,3
SE,5,153995,3
SE,6,196504,3
EX,10,164839,1
EN,0,57984,0
EX,13,269893,1
EN,1,72103,0
SE,7,130093,3
EN,0,68572,0
EN,1,55431,0
MI,2,104409,2
MI,2,98179,2
EX,11,138780,1
SE,9,222699,3
EN,1,50170,0
MI,4,38746,2
EN,0,74319,0
EX,10,273668,1
EN,0,66041,0
EN,1,75268,0
EX,13,177163,1
EX,16,169340,1
SE,5,150295,3
SE,6,154260,3
MI,2,100497,2
EX,14,193134,1
MI,3,170026,2
EX,13,237130,1
MI,4,122855,2
EN,0,73055,0
SE,9,38444,3
EX,11,174441,1
SE,5,120189,3
SE,8,112460,3
EX,17,230551,1
SE,6,143999,3
SE,7,181922,3
SE,8,121801,3
SE,9,158462,3
SE,7,113678,3
SE,7,151647,3
SE,8,111894,3
MI,3,99898,2
MI,2,88708,2
MI,4,101550,2
EN,1,69360,0
SE,6,124351,3
EX,17,174613,1
SE,7,164314,3
MI,4,33496,2
EN,0,90700,0
SE,6,43580,3
SE,8,134932,3
MI,2,97649,2
EX,15,150764,1
SE,9,136387,3
